HITId,tweet,sentiment,directness,annotator_sentiment,target,group
3697,@user @user melenchon n'est pas plus gauchiste que je suis archeveque. il est opportuniste. si le ps lui... @url,offensive,indirect,sadness,other,left_wing_people
3698,@user les gens se sentent tous visés ! c’est une secte alors ? comme les blacks les arabes les instits...,normal,direct,sadness,origin,african_descent
3699,@user @user il parler du prénom et nom bande d'attardé,offensive,direct,indifference,other,individual
3700,@user j'ai déjà vue masse rebeu se traiter entre eux de  sale arabe  même dans tèc la haine le racisme… @url,fearful_abusive,indirect,confusion_sadness_indifference_disgust,origin,arabs
3701,@user @user voilà ça ching chong encore ?,offensive,indirect,indifference,origin,asians
3702,@user les gens contre l'avortement ce sont aussi les mêmes qui vont ensuite critiquer les parents de ne pa… @url,abusive_normal,indirect,indifference,other,other
3703,@user mais quel attardé c'est dingue,offensive,indirect,indifference_disgust,other,individual
3704,@user @user cassons la gueule au gauchiste faisons leur comprendre qu'en jouant avec nos vies ils exposent la leur !,offensive,indirect,shock,other,left_wing_people
3705,@user @user donc en fait pour proteger les especes animales vous les condamnez l'extinction... @url,normal,indirect,sadness_indifference,other,other
3706,@user @user @user merde husseyn j’voulais pas te mentionner toi sale arabe,offensive_hateful,direct,shock,origin,arabs
3707,@user @user « @user islamo - gauchiste ? »,offensive,indirect,indifference,other,left_wing_people
3708,@user woooooooow j'ai jamais vu un attardé pareil c'est un truc de fou,offensive,direct,shock,other,individual
3709,@user @user les noirs n’aiment pas les chien en général les arabes c’est très rare les chinois égaleme… @url,abusive_hateful_disrespectful,indirect,anger_confusion_indifference,origin,african_descent
3710,@user @user il te copie avec sexe,abusive_disrespectful_normal,direct,indifference,other,other
3711,@user @user il t'a jamais tutoyé sale attardé,offensive,direct,indifference_disgust,other,individual
3712,@user @user @user je crois que tu prise pr une pro immigrationniste une gauchiste détrompe toi lis… @url,offensive,indirect,sadness_indifference,other,left_wing_people
3713,@user @user mds tu é mongol,offensive,direct,shock,other,individual
3714,@user tu répond à ton propre tweet mongol,abusive_offensive,direct,fear_indifference_sadness_disgust,other,other
3715,y'a plus de renois sur le terrain que dans tous les pays d'afrique subsaharienne réunis #olom,normal,indirect,indifference,origin,african_descent
3716,@user @user ah bon? ce n'est plus l'armée camerounaise qui est derrière tout ça? vraiment les anti b… @url,fearful_abusive_normal,indirect,confusion_indifference_disgust,origin,african_descent
3717,@user @user @user ne pas voter c'est donner une voix au lr macron au gauchiste etc,normal,indirect,sadness,other,left_wing_people
3718,@user jparle de la cops mais si t'etais pas un attarde t'aurais compris,offensive,direct,confusion_fear_shock_indifference_disgust,other,individual
3719,@user @user vue comment t'en parle ça se voit que t'aime ce genre de contenu toxique va boire de l'eau djavel sale attardé srx,offensive,indirect,anger_confusion_shock_indifference_disgust,disability,individual
3720,@user @user je suis gauchiste et je reconnais pas du tout dans son nous les gauchistesnalle... @url,normal,indirect,confusion_indifference,other,left_wing_people
3721,@user @user soyons clairs arabes ou noirs ils font parti de la mm catégorie. devrait vous m… @url,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,african_descent
3722,@user @user @user allez mange mes couilles toi l'attardé c'est pas les gars du 93 qui planifi… @url,offensive,direct,confusion_indifference,other,individual
3723,@user mdrrrr moi jme calme irl sinn prend pr un attardé,offensive,direct,indifference,disability,special_needs
3724,@user @user @user #fbpe et ex socialiste le parfait exemple du facho gauchiste pro macron qu... @url,offensive,indirect,indifference,other,left_wing_people
3725,@user une éducation sans couilles de gauchiste,offensive,indirect,indifference,other,left_wing_people
3726,@user la difference entre lui et toi c est qu il fait 12 ans etude et que toi es juste un putin attardé,offensive,direct,anger_indifference_disgust,disability,individual
3727,@user toi t’es plus attardé que moi,offensive,indirect,shock,disability,individual
3728,@user lanceur d'alerte ? c'est une blague ! un vieux prêtre aigri adolescent attardé qui veut en découd… @url,fearful_offensive,direct,confusion_sadness,other,other
3729,@user @user il est juste attarde,abusive_offensive,direct,shock,other,individual
3730,@user tu es président dun club tu viens de faire une super victoire et tu perd ton temp avec un mongol sur inte… @url,offensive,direct,anger_indifference,other,individual
3731,@user @user @user jpense que ta ete un peu loin dans ton tweet de gauchiste.??,disrespectful_normal,indirect,indifference,other,left_wing_people
3732,@user @user mais de quelle transition tu parle ? que tout le monde devienne vegan ? pourquoi v... @url,normal,indirect,indifference,other,other
3733,@user vive le front national !!!!!!!!!!!!!!!!!!!!!,offensive,indirect,shock,other,other
3734,@user mdr jrigolai c un chinoi ching chong,offensive_disrespectful,indirect,indifference,origin,asians
3735,@user ptddr pour être le plus bo des rebeus le monde chico ridfus gansta la fin il va dire je te fais qu… @url,offensive_hateful_disrespectful_normal,indirect,sadness,origin,arabs
3736,@user je precise tout de suite que je ne suis pas un islamo-gauchiste et que je ne nie pas l'antisemitisme... @url,normal,indirect,sadness,other,other
3737,@user les juifs americains sont pour trump ils sont consternés que les médias taisent la haine contre l… @url,normal,indirect,indifference,religion,jews
3738,@user remarque la photo elle peut donner un putain de scénario de film : 4 renois et leur beurette à chicha,normal,indirect,indifference,origin,arabs
3739,@user @user ils veulent ça des bons petits rebeus de maison,normal,indirect,sadness,origin,arabs
3740,@user @user quand j'etais gamin mon meilleur pote était juif. je ne l'ai su que lorsqu'un maghrébin l'a… @url,normal,indirect,shock,other,jews
3741,@user @user @user bon bah il lui que plus qu’une chance à cette attardé,offensive,indirect,sadness,disability,special_needs
3742,@user je sais pas ce qu'il consomme pour être aussi attardé mais je veux tester,offensive,indirect,shock,other,individual
3743,@user @user aucun rapport avec gauchiste vous êtes attardé mental ?,offensive_disrespectful,indirect,anger_indifference,other,individual
3744,@user sale féministe,offensive,direct,indifference,gender,women
3745,@user @user @user @user @user @user le psg n'a jamais changer de logo mongol,offensive,indirect,anger_sadness_indifference,other,individual
3746,@user @user @user soutenir la fachosphere qui plus est complotiste drôle de conception du libéralisme.,normal,indirect,shock,other,other
3747,@user la logique des religieux : contre le droit à l’avortement mais contre la pma :,fearful_disrespectful_normal,indirect,indifference,religion,other
3748,en vous êtes complètement attardé c’est pas possible,offensive,indirect,shock,other,other
3749,@user migrants.7z,offensive,direct,sadness,origin,immigrants
3750,@user @user gros tu t'appelle valentin kestu veut comprendre des trucs qui touchent les rebeus,offensive,indirect,shock,origin,individual
3751,@user @user nuance m'appelle islamo gauchiste ce sont les cerveaux malades comme le tien qui m'a... @url,offensive,direct,anger_disgust,other,left_wing_people
3752,@user mongol,abusive_offensive_normal,indirect,disgust,disability,special_needs
3753,@user tu réponds à 2h13 sale arabe,offensive,direct,shock,origin,arabs
3754,@user @user tu fais de à peine pauvre mongol,offensive,direct,anger_indifference,other,individual
3755,@user nous sommes des arabes au maghreb el arabi même si la propagande occidentale de malheur bas son plein !… @url,normal,indirect,indifference,other,arabs
3756,@user ptdrrrrrrr tout mongol,offensive,indirect,indifference,disability,special_needs
3757,@user @user @user un gauchiste ... donc un genie,normal,indirect,sadness,other,left_wing_people
3758,@user @user @user @user @user 3/par rapport à l'avortement ne peut pas être simp… @url,offensive,indirect,indifference,other,other
3759,@user @user @user @user et c’est à paris bravo le migrants africains aucune éducatio… @url,offensive,indirect,shock,other,immigrants
3760,vous ne méritez même pas qu'on s'attarde sur vos cas. @url,offensive,indirect,indifference,other,other
3761,@user @user @user @user donc jl c’est pas pour jul et t’es attardé à confondre « sa » et « ça »,offensive,direct,shock,other,individual
3762,@user en svt avec chalvet c’fils de poulpe et c’est oussama qui avait dit que je l’avais insulter en arabe il… @url,offensive,direct,indifference,origin,arabs
3763,@user @user @user @user c'est ça le bif avec les renoistu dis la vérité c'est un problème,normal,indirect,indifference_disgust,origin,african_descent
3764,@user laissez les gamins s'habiller comme ils le souhaitent merde. gérez le harcèlement ou la baisse du nivea… @url,disrespectful,indirect,confusion_indifference,other,other
3765,@user @user @user @user lr est un parti gauchiste. la rencontre entre laurent wauquiez et angela merkel le prouve.,normal,indirect,indifference,other,left_wing_people
3766,@user @user bah pq tu viens sous mon tweet alors sale juif,offensive,indirect,shock,religion,jews
3767,@user @user @user tu confonds avec la blague des darrons renois et le paquet de clopes jcrois,offensive,indirect,shock,origin,african_descent
3768,@user zulul attardé que es,offensive,direct,indifference,disability,individual
3769,@user verratti peut pas faire grand chose mr il est entouré de mongol au milieu,offensive,indirect,sadness,other,other
3770,@user le nombre de fois où fait des trucs avec sa voiture ça m’étonnerait qu’elle n’ait pas le permis gros mongol mdrrr,offensive,direct,shock_indifference_disgust,disability,individual
3771,@user le tweet comme l'article ne s'attardent pas beaucoup sur ce que ça pourrait changer d'avoir un européen… @url,normal,indirect,shock,other,other
3772,@user @user il s’est en aucun cas prit pour un god mdr regarde ce qu’il marquer sur le tweet au lieu de compter les murs attardé,abusive_offensive,indirect,disgust,disability,individual
3773,@user @user @user tous ceux qui disent que les musulmans et l'islam c'est le terrorisme so… @url,normal,indirect,shock,religion,muslims
3774,@user @user il faut arrêter ça « il y’a toujours eu » oui et alors il toujours eu des arabes… @url,offensive,indirect,indifference_disgust,origin,arabs
3775,@user quand tu prens uber tu vois que des blacks et des rebeus la plupart du temps. pourquoi?,fearful,indirect,indifference,origin,african_descent
3776,@user tu é mongol,abusive_offensive,direct,indifference,disability,special_needs
3777,@user sale attardé va,offensive,indirect,indifference,other,individual
3778,@user jviens de te follow sale juif,offensive_hateful,direct,shock,religion,jews
3779,@user qui leur dit qui n'est sur xbox one ou nintendo et oui le jeux ne te fait pas faire ça c un attardé,abusive_offensive_normal,direct,indifference,other,individual
3780,@user je veux juste que mes enfants puissent vivre dans mon pays sans que des gens comme vous amène la violence… @url,fearful_abusive,direct,shock,other,other
3781,@user @user ta storie sale arabe avec le chien jme suis pissenlir dessu hewombereee,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,arabs
3782,@user @user @user celui ci indeterminé (complotiste antisioniste ou autres clowns) en… @url,offensive,indirect,indifference,other,other
3783,@user mais il est dans le coma mongol,offensive,direct,sadness,other,individual
3784,@user @user @user @user moi le gauchiste cretin qui justifie la violence fiscale par... @url,fearful_abusive_offensive_disrespectful_normal,indirect,indifference,other,individual
3785,@user gros la meme wallah c un malade c un attardé je pense,offensive,indirect,indifference,other,individual
3786,@user @user @user et bien entendu les clandestins et les migrants qui traversent les feu-frontières eur… @url,offensive,indirect,sadness,origin,immigrants
3787,@user @user Ça pecho les rebeus ?,offensive,indirect,indifference_disgust,origin,arabs
3788,@user @user ici c'est lyon!!!!!!!! entre nous rebeu et muslim se rentre dedans pour une histoire de sec… @url,offensive_disrespectful_normal,direct,sadness_indifference_disgust,religion,muslims
3789,@user en + j’ai vu que des renois et des blancs,fearful_offensive_hateful_disrespectful_normal,indirect,anger_indifference,origin,african_descent
3790,@user @user c bien tu fais des bons jeu de mot pour un attardé mental...,offensive,direct,indifference_disgust,other,individual
3791,@user vu que tu fais le fils de pute de mauvaise foi avec la fi va jouer à ton jeu d'attardé.,offensive,direct,confusion_disgust,other,individual
3792,@user @user tu es une sacrée noire dit donc. encore un facho attardé @url,disrespectful,direct,indifference,other,other
3793,@user @user un gauchiste qui préfère essayer de récupérer les dernières voies des socialistes en fe… @url,normal,indirect,shock,other,left_wing_people
3794,@user @user @user merci de confirmer mes dires,normal,indirect,indifference,other,other
3795,@user @user y’a quoi de raciste ? :) en mode g dis les renois c tte des pûtes,offensive_hateful,indirect,confusion_sadness_shock_indifference_disgust,origin,african_descent
3796,@user @user @user une belle gauchiste 100% pur sang nathalie appéré!,normal,indirect,confusion_indifference,other,left_wing_people
3797,@user j’adore faire mangé tout en écoutant vos vidéo mdr l’attardé ici qui oublie des mots dirait… @url,offensive,indirect,indifference,other,individual
3798,@user @user @user mdr allez nique ta mère ton cerveau est détraqué sale attardé et change ta… @url,abusive_offensive,direct,shock,other,individual
3799,@user il est attardé,offensive,direct,indifference,other,individual
3800,@user @user du coup pourquoi l'evolution fait qu'on des canines si est destine bouffer... @url,normal,indirect,indifference,other,other
3801,@user @user demandez à julien cazarre d’arrêter de faire l’accent africain d’après lui à chaque fois… @url,offensive,indirect,sadness,other,individual
3802,@user j’ai rien compris cqui baragouine la il frapper un turc psk il etait accompagner de deux rebeus?,fearful,indirect,indifference,other,individual
3803,@user @user @user les statistiques ethnique dementirez aisement ce temoignage d'une gauchiste dt l'i... @url,fearful_abusive_hateful_disrespectful_normal,indirect,indifference,origin,left_wing_people
3804,@user vraiment des manières de pédé je ne veux pas être en présence de ce messieur sale gauchiste haineux,offensive,direct,confusion_shock_indifference_disgust,other,left_wing_people
3805,@user mdr t'es vraiment perdu comme mec t'façon t'es le genre d'attardé qui pense que 36 genres différents d… @url,offensive,direct,indifference_disgust,other,individual
3806,@user @user mdr tu m'entends rire de là où t'es j'espère les mongols ont juste eu un grand territo… @url,offensive,direct,sadness,other,other
3807,@user @user tout comme le terrorisme car l'islam est une religion qui prône la paix. le prophète sallah… @url,normal,indirect,fear_indifference,religion,muslims
3808,@user sale mongol de lépreux consanguin c'est de l'humour bordel de merde,offensive,indirect,shock,other,individual
3809,@user mais non je t’ai répondu mongol,offensive,direct,anger_indifference,other,individual
3810,@user je parie un triage sur le volet des migrants autorisés et une forte présence policière....,offensive,indirect,indifference,other,immigrants
3811,@user @user sur du er mongol,offensive,indirect,sadness_indifference,other,other
3812,@user mlq mongol porra,offensive,indirect,indifference,disability,special_needs
3813,@user mais bien évidemment que c'était de la mauvaise foi sale attardé du cul mais il fait que tu te sente… @url,offensive,indirect,indifference,other,individual
3814,@user @user @user il parle de l'islam des caves... celle qui mène au terrorisme au djihad… @url,fearful_hateful,indirect,shock_indifference,religion,muslims
3815,@user @user jsais pas de quoi tu parles vu qu'il suppr mongol,offensive,direct,shock,disability,individual
3816,@user une bonne nouvelle pour les réfugiés et pour les droits humains,normal,indirect,indifference,other,refugees
3817,@user finalement je repasserais...quelle violence ce matin. tu n’as pas eu ton café ? @url,normal,indirect,indifference,other,other
3818,@user @user j'aime pas sa facon de exprimé en diré un mongol de marseille oui c'est un mongol de marseille ^^,offensive,indirect,indifference,other,individual
3819,@user @user @user mdr les darons renois terrible après quand tu ramène le dm ça voit flou,offensive,indirect,indifference,origin,african_descent
3820,@user @user @user @user si tu préfères morel qui que ce soit c’est soit que t’es de sa famille soit t’es attardé. merci,offensive,direct,indifference,disability,special_needs
3821,@user @user @user l'islam interdit formellement le terrorisme. ceux qui connaissent l'histoi… @url,normal,indirect,indifference,religion,muslims
3822,@user tous mes profs utilisent le bon prénom et j'ai même changé de prénom au secrétariat de la fac,normal,indirect,indifference,other,other
3823,wsh ya des enfants ki pleure inshallah ya vos daronnes dedans bande de mongol @url,offensive,direct,indifference_disgust,other,individual
3824,@user @user la bonne blague. l'esclavage arabo-musulman le terrorisme et l'islamisme c'est déjà pas mal comme dégâts.,hateful,indirect,shock,religion,muslims
3825,@user @user @user @user @user @user @user tu fais passer le temps et mongol quoi wouaw,offensive,direct,confusion_sadness_shock_indifference_disgust,other,individual
3826,@user @user es vraiment un mongol c est card c est pour 5 euros qu il faut demander,offensive,direct,shock,other,individual
3827,@user @user @user va voir sa bio en faite c'est un gros debile,offensive,indirect,indifference,other,individual
3828,@user il est interdit dinterdire citation gauchiste !,abusive_offensive_disrespectful_normal,indirect,indifference_disgust,other,left_wing_people
3829,@user tes fière de toi sale arabe? ( j'ai le droit je suis 1/10eme algerien),offensive_hateful,direct,indifference_disgust,origin,arabs
3830,@user @user @user donnez l’exemple vielle mentalité gauchiste!!,offensive,indirect,sadness,other,left_wing_people
3831,@user @user c’est même pas une arabe déjà et va gérer tes propres sœurs avant de vouloir gérer cel… @url,offensive,direct,anger_confusion_indifference_disgust,other,individual
3832,@user @user tg fdp sale chien sale juif gaz encetr,hateful,direct,shock,religion,jews
3833,@user @user @user de quoi tu parle pauvre attardé ? changer pour l’électrique ultra polluants.,offensive,direct,fear_indifference_sadness_disgust,other,other
3834,@user @user @user @user @user @user @user c une attardé… @url,offensive,indirect,sadness,other,individual
3835,@user #stop aux complots #stop aux guerres des intÉrÊts economiques &amp; politiques #stop aux machiavÉlisme.… @url,normal,indirect,indifference,other,other
3836,@user ptdr il 36 ans il joue encore l’ado attardé,offensive,direct,sadness_shock_disgust,disability,individual
3837,@user geoffroy le nazi gauchiste dans son délire !!!!,offensive,indirect,anger_confusion_sadness_indifference,other,individual
3838,@user @user sa change en quoi le fait que les sjw sont des attardé mentaux ?,offensive,indirect,indifference_disgust,other,other
3839,@user non t’es vraiment attardé il gagné 2 titres flingué mdr il niqué la philosophie du réal à jou… @url,offensive,indirect,indifference,other,individual
3840,@user @user quels renois rêvent dd ça!?,offensive,indirect,anger_shock_indifference_disgust,origin,african_descent
3841,@user mdrrrr il plus de chance qui s’attarde sur nico robin,offensive,indirect,shock,other,individual
3842,@user @user déf. du racisme d'un gauchiste qui veut absolument disculper les noirs et arabes du crime de… @url,offensive,indirect,indifference,other,left_wing_people
3843,@user @user @user @user @user @user @user bah va dormir si t'a pas que ca à foutre mongol,offensive,direct,indifference,other,individual
3844,@user @user @user sale arabe sale juif sale noir sale pédé... padon je suis ma… @url,offensive,indirect,shock_indifference,other,other
3845,@user @user @user mdrrr vous êtes des oufs c'est des renois c'est la miff bande de malades,offensive,indirect,anger_indifference,origin,african_descent
3846,@user @user @user nonsense!,normal,indirect,indifference,other,other
3847,vous avez zéro décence vous êtes de gros déchets et vous méritez même pas que je m'attarde sur vos petites gueules… @url,offensive,indirect,shock_indifference,other,other
3848,@user .@user oublie que #zemmour signifie olivier en berbere.ntoute la fatuite du gauchiste de salon !,offensive,indirect,anger_disgust,origin,left_wing_people
3849,@user @user comment vous pouvez oser écrire ces choses la ? donc en gros les arabes en demandent tr… @url,normal,indirect,indifference,origin,arabs
3850,@user @user @user @user @user il faut en finir avec ces réflexions de gauchiste… @url,offensive_normal,indirect,shock,other,left_wing_people
3851,@user pcq encore une fois vise les renois non ça n’a pas lieu d’être c’est tt peut toi tu te mets dedans au… @url,normal,direct,indifference,origin,african_descent
3852,@user tu est malad mec ton inteligence moi surppris. un soldat anonym et tre fort mon petit mongol,offensive,direct,sadness,disability,individual
3853,@user ils le prennent pour un attardé ou quoi ptdr,normal,indirect,sadness,other,individual
3854,@user ostie d’mongol,offensive,indirect,indifference,disability,special_needs
3855,@user trop negro nous aussi n'est content de retrouver. merci le parolier,normal,indirect,indifference,origin,african_descent
3856,@user @user moi et tout les renois du monde t'encule (on préfère burger king batard &gt;.&lt;),offensive,indirect,indifference,origin,african_descent
3857,@user @user @user @user ah d’accord donc si t’es pas renoi ou rebeu tu ne peux pas donner… @url,normal,indirect,indifference,origin,african_descent
3858,@user @user est-ce aussi ce pourquoi le fils de mon voisin est un peu attardé ?,offensive,indirect,sadness_indifference_disgust,disability,special_needs
3859,@user il commence à avoir l'apparence de son âge et non d'un adolescent attardé. l'épreuve de la réalité murit.,offensive,indirect,disgust,disability,special_needs
3860,@user inadmissible.. surement de la racaille gauchiste,hateful_disrespectful,direct,sadness_indifference,other,left_wing_people
3861,@user @user méchante gang d’attardé mental....,offensive,direct,indifference_disgust,other,individual
3862,@user @user montreuil le maire qu'il mérite mais qu'a fait la france pour mériter ce dangereux gauchiste ?,offensive,indirect,indifference,other,left_wing_people
3863,@user @user renz gangsta le plus beau de tt les rebeus,normal,indirect,indifference,origin,arabs
3864,@user je n'y avais pas pensé mais il peu à nantes des maghrébins ont affronté des #migrants africains.,normal,indirect,anger_fear_shock,origin,other
3865,@user en plus vous voulez faire dénoncer l’islamisation mais vous mettez carl de canada concentrez vous en gén… @url,fearful_normal,direct,shock,other,individual
3866,@user merci theo aka brainless connu sous le pseudonyme du plus beau de tous les rebeus ..,normal,direct,indifference,other,individual
3867,@user @user @user et dites aussi vive le front national pendant que vous etes ! c'est une... @url,normal,indirect,indifference,other,other
3868,@user et les renois vous forcez enfermez votre cousine la,offensive,direct,shock,origin,african_descent
3869,@user il n'y pas plus cupide qu'un gauchiste. arrête de te masturber sur le racket de l'argent des autres… @url,offensive,indirect,indifference_disgust,other,left_wing_people
3870,@user @user @user faux. les gens non-exposés à la violence prêche la non-violence puisqu'ils… @url,normal,indirect,indifference,other,other
3871,@user @user @user @user gauchiste ? la bonne blague. xavier bertrand est un gauchiste ? les sc… @url,disrespectful_normal,indirect,sadness,other,left_wing_people
3872,@user je ne comprend pasles antispecistes sont contre l'avortement ou pas.,fearful,indirect,shock,gender,women
3873,@user la perversité et la manipulation d'un islamo gauchiste n'ont pas de limite.,fearful_abusive_disrespectful_hateful_normal,indirect,indifference,other,muslims
3874,@user @user assumer votre responsabilité de gauchiste toujours prêt à trouver des excuses aux délin… @url,fearful_abusive_offensive_normal,indirect,sadness,other,left_wing_people
3875,@user que de violence pour un simple thé aux parfums d'automne !,fearful_abusive,indirect,indifference,other,other
3876,@user j’ai été sur place chez mon opérateur ils m’ont y’a rien à faire à part porter plainte pr harcèlement ou changer de numéro,normal,indirect,indifference,other,other
3877,@user si il change tant mieux pour toi mais là pour le coup tu fais la conne c'est tout fin bref je m'attarde plus là dessus,fearful_offensive_disrespectful,direct,shock,other,individual
3878,@user @user @user un gauchiste deguise en politicien de droite un voyou de la band… @url,offensive,indirect,indifference_disgust,other,left_wing_people
3879,@user ya pas de reconversion qui tienne. mangez ce que vous voulez s'en branle nous. alors laissez nou... @url,abusive_offensive_disrespectful_hateful_normal,indirect,indifference,other,individual
3880,vérité #islam #musulmans #mosquee #censure #sos #europe #libertéexpression #ong #gauchiste… @url,normal,indirect,indifference,religion,muslims
3881,@user @user oui ça j’ai vu le tweet mais jparle de elle à traiter les arabes,fearful_abusive_hateful_disrespectful_normal,indirect,shock,origin,arabs
3882,@user non je ne pense pas. Ça se voit dans beaucoup d'équipes. même lui ne s'est pas attardé sur la cél… @url,normal,indirect,indifference,other,individual
3883,@user @user en même temps les renois ont peur des chiens,abusive_offensive_disrespectful,direct,shock_indifference_disgust,origin,african_descent
3884,@user enfin je dis ca c'est plutot de notoriété publique que je suis un turbo-gauchiste. mais même là ca re… @url,normal,direct,indifference,other,individual
3885,voilà ce qui se passe aujourd'hui dans nos forêts françaises la violence à l'état pur ! les bou…,normal,indirect,indifference,other,other
3886,@user les populistes comme tu disils vont sauver ta peau de bobo gauchiste. certains n...attendent que le cha... @url,abusive_disrespectful,indirect,shock,origin,left_wing_people
3887,@user @user sale juif...non je ne crois pas vu sa tete mais arabe de service...pur hallal ça oui... @url,abusive_offensive,direct,shock_indifference,origin,other
3888,@user @user comme ça tu pourra dire c cause des renois allez bsx,normal,indirect,shock,other,african_descent
3889,@user gros jvois trop de renois parlez mal des blanc en général et c'est les premiers qui vont splainsre de racisme,offensive,direct,shock,origin,african_descent
3890,@user seul les vrais hommes passe au dessus du fan service et s'attarde plutôt sur l'oeuvre et le message… @url,normal,indirect,indifference,other,other
3891,@user @user sale con va mtn tadmets que tas fait une erreur alors qu'avant tu disais que c'était kiff kiff? tu un attardé frr,offensive,direct,shock,other,special_needs
3892,@user quel mongol. au milieu des années 2000 il mendiait les voix des musulmans de l'essonne et il joue la carte d… @url,offensive,indirect,shock,other,individual
3893,zizou ce sale arabe je le déteste c’est pas possible il se prends pour un influencer ou je ne sais quoi espèce de s… @url,hateful,indirect,anger_fear_shock_indifference_disgust,origin,arabs
3894,@user @user @user fin du game je m’attarde pas avec des gens qui parle sans savoir merci au r… @url,normal,indirect,indifference,other,other
3895,@user @user @user alors que dans les pays occidentaux est tres friand de viande... @url,normal,indirect,indifference,other,other
3896,@user moi c'est un médecin qui fait des blagues de cul en mode faluchard attardé bien occupé à gérer son image… @url,abusive_offensive,indirect,indifference_disgust,other,individual
3897,@user @user @user les féministes extrémistes sont cancer en effet. mais la plupart des féministes de ba… @url,normal,indirect,shock,gender,women
3898,y'a un guide touristique mongol qui parle de genghis khan le boug est mignon,offensive_disrespectful,indirect,indifference_disgust,other,individual
3899,@user woaawwww c'est vrai que la tu fais bien tourner ptn mais quel mongol contre les nuls la maison il m… @url,offensive,direct,confusion_indifference,other,special_needs
3900,@user merci,normal,indirect,indifference,other,other
3901,@user mongol dmais,abusive_offensive_hateful,direct,sadness_shock_disgust,other,other
3902,@user vous êtes pro-vie alors. vous êtes contre la légalisation de l'avortement ?vous êtes pour obliger le… @url,fearful_abusive_hateful_disrespectful_normal,indirect,shock,other,women
3903,@user @user sale juif,offensive,direct,anger_indifference,religion,jews
3904,@user mais bordel je suis même pas contre l'avortement je respecte juste le droit de certains à pas vouloir l… @url,normal,indirect,sadness,other,other
3905,@user tu é zé mongol hein,offensive,indirect,shock,other,individual
3906,vos musique de pedale gauchiste dont aucune maison de disque ne veut.,offensive_disrespectful,direct,shock,other,left_wing_people
3907,@user qs s'est comme merkel et tous les autres en europe aime les migrants hommes seulement pour venir c… @url,offensive,direct,shock,other,immigrants
3908,@user il joue un rôle le bengouss c'est pareil sauf que pour le sud tu comprends l'accent pour les autres c'est un mongol.,offensive,indirect,anger_indifference,other,individual
3909,@user @user @user le lien c’est qu’ils sont tous les deux arabes et nationalistes. y’a eu des baath dans… @url,offensive,indirect,indifference,origin,arabs
3910,: [@user @user @user quand vous accusez bts d’harcèlement s*xuellec pas grave mais quand ramène l… @url,normal,indirect,indifference,other,other
3911,@user @user lors de ces sommets rappeler que les africains et les indonésiens ne doivent plus ex… @url,normal,indirect,indifference,other,other
3912,@user espèce de mongol. au moment du 2ème coup de sifflé il ya la reprise. tous les joueurs du psg s'arrêtent d… @url,offensive,direct,indifference,disability,special_needs
3913,@user nouveau nom twitter ! mais dit adieu au beaux rebeus :(,normal,indirect,shock,origin,arabs
3914,@user @user j'ai toujours eu et payé mes factures dans le ''93.(93110). sors ça d'ou ce mongol mythoman ???,abusive_offensive,indirect,indifference,disability,special_needs
3915,@user le seul attarde ici c'est toi desole de te l'apprendre,abusive_offensive_normal,indirect,sadness_indifference_disgust,disability,individual
3916,@user intello-gauchiste? ???? comprends pas! ,disrespectful_normal,indirect,indifference,other,left_wing_people
3917,@user @user @user oui mais c...etait un gauchiste tolerant.nil ne faut pas le stigmatiser.n,disrespectful_normal,indirect,indifference,other,left_wing_people
3918,@user et pour qu’on s’attarde sur sa coupe plutôt que sur son genou en mousse,disrespectful_normal,indirect,indifference,other,individual
3919,@user ouais mais je suis attardé mental ça va pas avec le costard,offensive,indirect,sadness,other,individual
3920,@user je croyais tu parlais dla renois coté de nous...,disrespectful,indirect,indifference,origin,african_descent
3921,@user @user @user @user tu es un attardé mental toi,offensive,direct,sadness,disability,special_needs
3922,@user non des sale noirs et des sale arabe,hateful,direct,sadness,origin,african_descent
3923,@user @user comme les fachos qui parlent d'islamo-gauchistes... c pareil.  edgar morin avant me… @url,fearful_abusive,indirect,sadness,other,left_wing_people
3924,@user @user sale con!!tu est juif?!! tes gosses sont juif!!ils vivent aux etat unis!! alors fe… @url,offensive,indirect,anger_sadness_shock_indifference_disgust,religion,jews
3925,@user @user ce n'est pas une théorie du complot. c'est peut-être récupéré par les fachos mais l'éc… @url,normal,indirect,sadness,other,other
3926,ya des rebeus des muslims des chrétiens des mormont des b… @url,offensive,indirect,shock,other,other
3927,@user @user @user @user et je parle pas ching chong,offensive_hateful,direct,shock,origin,asians
3928,@user mddrrrrr trop de violence,normal,indirect,indifference,other,other
3929,@user @user cette facon de s'exprimer d'un attarde mental c'est incroyable. vous etes une foutu honte,offensive,direct,shock,disability,individual
3930,@user @user j’ai que ce screen sinon elle taillé les arabes plein de fois y’a rien d’ironique là dedans,normal,indirect,indifference,other,arabs
3931,@user ptdrrr le mec qui tient ce compte c un renois d’abidjan,offensive_disrespectful,indirect,sadness,origin,african_descent
3932,@user @user pauvre debile gauchiste je peux ,offensive,direct,sadness,other,left_wing_people
3933,@user @user j'en parlais avec mon fils en 3eme public ..il dit c'est surtout entre noirs et arabes… @url,normal,indirect,sadness,origin,african_descent
